,names,city,address,phone,web,description,category
63,Active Mom,Guatemala - Guatemala,13 calle A 7-19 Centro Comercial Tiffany,tel:+(502) 2363-6424,,"Active Mom es un gimnasio diseñado para mujeres embarazadas, mamis que ya tuvieron sus bebés y mujeres que buscan sentirse motivadas y saludables.

Ofrecemos clases personalizadas, en un ambiente privado, diseñadas específicamente para las necesidades de las mujeres. Adaptamos nuestras clases al nivel y estado de cada mujer enfocándonos en su seguridad.",Yoga
64,Boom Kettlebell-Gym Zona 10,Guatemala - Guatemala,"Boulevard Los Próceres, Plaza Las Cañas, Sótano 1",tel:+(502) 2337-3613,https://directorio.guatemala.com/listing_reports.php?report=website&id=15122,"En Boom Kettlebell-Gym Zona 10 nuestro personal es altamente capacitado con certificados obtenidos en los EEUU. Contamos con herramientas nunca antes vistas en Guatemala para mejorar la condición física. 

Boom Kettlebell-Gym Zona 10 es la herramienta mas rústica, efectiva y exigente del planeta. Se enfoca en crear resistencia, moldeando y fortaleciendo casi todos los músculos del cuerpo. Incrementa flexibilidad, fuerza y tonifica los músculos.",Crossfit
65,ADS,Guatemala - Guatemala,Centro Comercial Galerías Primma Locales 203 y 204,tel:+(502) 2474-8628,,"En ADS encontrarás el lugar perfecto en donde el arte del movimiento se volverá tu adicción, todo en un lugar en donde te podrás moverte con toda libertad en nuestros diferentes bailes que enseñaremos en nuestra academia.",Academias de Baile
66,Zardoz Fitness,Guatemala - Guatemala,16 Calle final 41-85 Zona 5,tel:+(502) 2336-0091,https://directorio.guatemala.com/listing_reports.php?report=website&id=52216,"Zardoz Fitness es un centro de entrenamiento en el que puedes mejorar tu condición física, ponerte en forma o sacar tu estrés. Cuentan con área para pesas, cardio, yoga, ejercicios funcionales, y muchas más clases. Visítalos en Zona 5.",Pesas
67,Studio Fit,Guatemala - Guatemala, Km 32.2 San Lucas Sacatepéquez,tel:+(502) 4108-2156,,Studio Fit es un centro de ejercicios físicos que te ofrece clases guiadas con entrenadores certificados y profesionales.,Pesas
68,FUNFIT Studio,Guatemala - Guatemala,"15 Avenida ""B"" 12-16 Zona 11",tel:+(502) 4212-3730,,"Con Funfit Studio atrévete, descubre y experimenta una forma diferente de estar FIT por medio de Pole Dance/Fitness. ¡Con clases personalizadas y divertidas!","Pole Dance
                                    

                                                                                                                                 y
                                                                                                                            TRX"
69,FemmeFit Américas,Guatemala - Guatemala,Avenida Las Américas 14-28,tel:+(502) 2334-5315,https://directorio.guatemala.com/listing_reports.php?report=website&id=513,"FemmeFit es el nuevo standard en gimnasios para mujeres, ofreciendo el mix más completo y efectivo de rutinas de acondicionamiento físico. FemmeFit ofrece un ambiente con estilo y cómodo, pero a la vez retador y motivante. Desde su imagen, sus instalaciones, sus servicios, su personal y hasta el más mínimo detalle fueron inspirados en la mujer moderna, exitosa y activa.","Yoga
                                    

                                                                                                                                ,
                                                                                                                            Zumba
                                    

                                                                                                                                ,
                                                                                                                            Calisthenics
                                    

                                                                                                                                ,
                                                                                                                            Pilates
                                    

                                                                                                                                 y
                                                                                                                            TRX"
70,Gimnasio La Fábrica,Guatemala - Guatemala,1a. Avenida Norte #7,tel:+(502) 7832-9840,,"Gimnasio La Fábrica es una empresa dedicada al deporte en general, con amplias áreas con sección para crosstraining, escalada, levantamiento de pesas, cardio, spinning, box y cuenta con un juice bar para complementar nutrición y ejercicio.",Pesas
71,Scandinavia Gym Carr. a El Salvador,Guatemala - Guatemala,Km. 16.5 Carretera a El Salvador,tel:+(502) 6634-0633,https://directorio.guatemala.com/listing_reports.php?report=website&id=2028,"Scandinavia Gym inicó en 1992 atentiendo a la necesidad de los guatemaltecos de un servicio de salud que formara mentes y cuerpos saludables a través de ejercicio constante y practicado de una manera correcta.

Hoy en día la cadena cuenta con 12 gimnasios incluyendo ubicaciones en las arterias principales de la ciudad de Guatemala y sus suburbios, y cuatro localidades en las ciudades principales del interior del país.

La misión de Scandinavia es lograr las metas de todos sus clientes brindando la mejor ubicación, tecnología de punta y asesoría.","TRX
                                    

                                                                                                                                ,
                                                                                                                            Zumba
                                    

                                                                                                                                ,
                                                                                                                            Pesas
                                    

                                                                                                                                 y
                                                                                                                            Pilates"
72,Monkey Business Calisthenics,Guatemala - Guatemala,"15 Avenida y 4a. Calle 3-15, Zona 14",tel:+(502) 5917-0558,,"En Monkey Business Calisthenics verás forma segura y divertida de ejercitarse, en la cual se utiliza únicamente el peso corporal como resistencia en los entrenos. Los movimientos principales son pullups, push ups, dips, squats, handstands, jumps. Los cuales pueden evolucionar a movimientos más complejos como el muscle up, planche, human flag front y back lever, entre muchos otros.","Calisthenics
                                    

                                                                                                                                 y
                                                                                                                            TRX"
73,Curves San Cristóbal,Guatemala - Guatemala,"Blvd. San Cristóbal, 16-70 Zona 8",tel:+(502) 2480-8438,https://directorio.guatemala.com/listing_reports.php?report=website&id=1842,"Curves trabaja los principales grupos musculares con un entrenamiento completo de 30 minutos que combina ejercicio de fuerza y actividad cardiovascular sostenida a través de equipos de resistencia hidráulica. 

Curves también trabaja para ayudar a las mujeres a perder peso, obtener fuerza muscular y capacidad aeróbica y aumentar el metabolismo con su innovador y científicamente probado método que termina con la necesidad de dietas permanentes. 

Gary y Diane Heavin fundadores son considerados como innovadores del fenómeno que ha facilitado ejercitarse a más de 4 millones de mujeres en todo el mundo, muchas de las cuales están en el gimnasio por primera vez. Con 10.000 clubs en 89 países, Curves es la franquicia de fitness más grande del mundo.","TRX
                                    

                                                                                                                                ,
                                                                                                                            Zumba
                                    

                                                                                                                                 y
                                                                                                                            Pilates"
75,Micheo Boxing by Futeca Zona 14,Guatemala - Guatemala,10a Avenida 10-50 Zona 14 ,tel:+(502) 2366-8052,,"En Micheo Boxing by Futeca somos una academia de boxeo diferente, ya que brindamos un servicio personalizado y tenemos el aval de la Federación Nacional de Boxeo de Guatemala. Contamos con el equipo completo y las instalaciones adecuadas para ti.

Nuestro objetivo es crear una condición fisica. Que nuestros estudiantes aprendan a boxear. Mejorar  su estilo de vida, resistencia y fuerza. Eliminar estres y % de grasa",Boxeo
76,ADS Z15,Guatemala - Guatemala,1 Calle 18-53  Vista Hermosa 2,tel:+(502) 2369-0153,,"ADS Z15 encontrarás el lugar perfecto en donde el arte del movimiento se volverá tu adicción, todo en un lugar en donde te podrás moverte con toda libertad en nuestros diferentes bailes que enseñaremos en nuestra academia.",Academias de Baile
78,Futeca Sport Gym Miraflores,Guatemala - Guatemala,22 Avenida y 7a Calle Zona 11 Paseo Miraflores ,tel:+(502) 2366-8052,https://directorio.guatemala.com/listing_reports.php?report=website&id=52158,Futeca Sport Gym Miraflores cuenta con los mejores programas para que cumplas tus objetivos de manera efectiva y segura. Formamos parte de una cadena deportiva que incluye gimnasios y canchas deportivas. Visita tu sede Futeca más cercana.,Pesas
79,Vitam CrossFit,Guatemala - Guatemala,5a Avenida 12-56 Zona 14,tel:+(502) 2366-6810,https://directorio.guatemala.com/listing_reports.php?report=website&id=488,"El mejor y más completo método de acondicionamiento físico en donde usamos movimientos naturales y rutinas balanceadas de gymnastics, levantamiento de pesas y cardio.",Crossfit
80,Scandinavia Gym Vista Hermosa,Guatemala - Guatemala,"Blvd. Vista Hermosa, 21-95 Zona 15",tel:+(502) 2369-1018,https://directorio.guatemala.com/listing_reports.php?report=website&id=2033,"Scandinavia Gym inicó en 1992 atentiendo a la necesidad de los guatemaltecos de un servicio de salud que formara mentes y cuerpos saludables a través de ejercicio constante y practicado de una manera correcta.

Hoy en día la cadena cuenta con 12 gimnasios incluyendo ubicaciones en las arterias principales de la ciudad de Guatemala y sus suburbios, y cuatro localidades en las ciudades principales del interior del país.

La misión de Scandinavia es lograr las metas de todos sus clientes brindando la mejor ubicación, tecnología de punta y asesoría.","Pesas
                                    

                                                                                                                                ,
                                                                                                                            TRX
                                    

                                                                                                                                 y
                                                                                                                            Zumba"
81,Sporta Gym,Guatemala - Guatemala,Km 18.5 Carretera a El Salvador,tel:+(502) 6648-0100,https://directorio.guatemala.com/listing_reports.php?report=website&id=291,"En nuestro club no hay actitudes hostiles! Cada persona tiene metas diferentes cuando comienza pero todas desean obtener resultados. Ayudarles a que luzcan y se sientan en óptimas condiciones es nuestra misión y la razón de por qué le encantará estar con nosotros.

En Sporta Usted siempre tiene acceso a nuestros instructores y a las últimas técnicas de fitness y entrenamiento, todo en una localización muy conveniente.

¡Cada vez que venga a entrenar se sentirá muy bien al salir; sabiendo que luce y se siente de lo mejor!",Pesas
82,Ananda Yoga Estudio,Guatemala - Guatemala,Diagonal 6 13-63 Zona 10,tel:+(502) 3025-5117,https://directorio.guatemala.com/listing_reports.php?report=website&id=1374,"Ananda proviene del sanscrito ""felicidad suprema"" y representa una parte esencial de la vida y lo que busacmos para encontrar esa conexión interna.",Yoga
83,Scandinavia Gym San Cristóbal,Guatemala - Guatemala,"Blvd. San Cristóbal, 3a. Calle 17-92 Zona 8",tel:+(502) 2478-1566,https://directorio.guatemala.com/listing_reports.php?report=website&id=2032,"Scandinavia Gym inicó en 1992 atentiendo a la necesidad de los guatemaltecos de un servicio de salud que formara mentes y cuerpos saludables a través de ejercicio constante y practicado de una manera correcta.

Hoy en día la cadena cuenta con 12 gimnasios incluyendo ubicaciones en las arterias principales de la ciudad de Guatemala y sus suburbios, y cuatro localidades en las ciudades principales del interior del país.

La misión de Scandinavia es lograr las metas de todos sus clientes brindando la mejor ubicación, tecnología de punta y asesoría.","TRX
                                    

                                                                                                                                ,
                                                                                                                            Zumba
                                    

                                                                                                                                ,
                                                                                                                            Pesas
                                    

                                                                                                                                 y
                                                                                                                            Pilates"
84,Core Yoga,Guatemala - Guatemala,1ra Avenida 11-50 zona 10,tel:+(502) 5966-5906,https://directorio.guatemala.com/listing_reports.php?report=website&id=52188,Core Yoga es una plataforma de encuentro y exploración a través de la conexión entre el cuerpo y mente.  Practicamos diferentes estilos del yoga pero nos concentramos en el área sensorial para expandir el Kundalini y usar la energía conscientemente.,Yoga
85,Academia de Baile Español Mary Farrington,Guatemala - Guatemala,19 Calle 12-34,#ubicacion,,Academia de Baile Español Mary Farrington te invita a visitar nuestra pagina en facebook para enterarte de sus actividades.,Academias de Baile
87,Scandinavia Gym Aguilar Batres,Guatemala - Guatemala,"Calz. Aguilar Batres, 25-07 Zona 12",tel:+(502) 2459-2586,https://directorio.guatemala.com/listing_reports.php?report=website&id=2027,"Scandinavia Gym inicó en 1992 atentiendo a la necesidad de los guatemaltecos de un servicio de salud que formara mentes y cuerpos saludables a través de ejercicio constante y practicado de una manera correcta.

Hoy en día la cadena cuenta con 12 gimnasios incluyendo ubicaciones en las arterias principales de la ciudad de Guatemala y sus suburbios, y cuatro localidades en las ciudades principales del interior del país.

La misión de Scandinavia es lograr las metas de todos sus clientes brindando la mejor ubicación, tecnología de punta y asesoría.","Pesas
                                    

                                                                                                                                ,
                                                                                                                            TRX
                                    

                                                                                                                                 y
                                                                                                                            Zumba"
88,Futeca Sport Gym San Cristóbal,Guatemala - Guatemala,Bulevar Principal 19-65 Sector B 1 Zona 8 Mixco ,tel:+(502) 2366-8052,https://directorio.guatemala.com/listing_reports.php?report=website&id=52159,Futeca Sport Gym San Cristóbal cuenta con los mejores programas para que cumplas tus objetivos de manera efectiva y segura. Formamos parte de una cadena deportiva que incluye gimnasios y canchas deportivas. Visita tu sede Futeca más cercana.,Pesas
89,Scandinavia Gym Zona 5,Guatemala - Guatemala,39 Calle 21-07 Zona 5,tel:+(502) 2335-7683,https://directorio.guatemala.com/listing_reports.php?report=website&id=2034,"Scandinavia Gym inicó en 1992 atentiendo a la necesidad de los guatemaltecos de un servicio de salud que formara mentes y cuerpos saludables a través de ejercicio constante y practicado de una manera correcta.

Hoy en día la cadena cuenta con 12 gimnasios incluyendo ubicaciones en las arterias principales de la ciudad de Guatemala y sus suburbios, y cuatro localidades en las ciudades principales del interior del país.

La misión de Scandinavia es lograr las metas de todos sus clientes brindando la mejor ubicación, tecnología de punta y asesoría.","TRX
                                    

                                                                                                                                ,
                                                                                                                            Zumba
                                    

                                                                                                                                ,
                                                                                                                            Pesas
                                    

                                                                                                                                 y
                                                                                                                            Pilates"
91,Curves Miraflores,Guatemala - Guatemala,Calzada Roosevelt 21 Avenida Zona 11,tel:+(502) 2269-7369,https://directorio.guatemala.com/listing_reports.php?report=website&id=531,"Curves trabaja los principales grupos musculares con un entrenamiento completo de 30 minutos que combina ejercicio de fuerza y actividad cardiovascular sostenida a través de equipos de resistencia hidráulica. 

Curves también trabaja para ayudar a las mujeres a perder peso, obtener fuerza muscular y capacidad aeróbica y aumentar el metabolismo con su innovador y científicamente probado método que termina con la necesidad de dietas permanentes. 

Gary y Diane Heavin fundadores son considerados como innovadores del fenómeno que ha facilitado ejercitarse a más de 4 millones de mujeres en todo el mundo, muchas de las cuales están en el gimnasio por primera vez. Con 10.000 clubs en 89 países, Curves es la franquicia de fitness más grande del mundo.","Pilates
                                    

                                                                                                                                ,
                                                                                                                            Yoga
                                    

                                                                                                                                 y
                                                                                                                            Zumba"
92,Bilanz,Guatemala - Guatemala,18 Calle 20-70 Zona 10,tel:+(502) 2363-6392,,"Bilanz Pilates pretende que las personas que se ejercitan con nosotros adquieran un estilo de vida saludable.

Una buena salud física y mental es necesaria para vivir bien, de esta forma se mejora en las actividades de la vida diaria, se siente felicidad y se transmite positivismo.","Pilates
                                    

                                                                                                                                 y
                                                                                                                            TRX"
94,Boom Kettlebell-Gym Majadas,Guatemala - Guatemala,"Plazas Outlet, Majadas",tel:+(502) 2473-7794,https://directorio.guatemala.com/listing_reports.php?report=website&id=15124,"En Boom Kettlebell-Gym Majadas nuestro personal es altamente capacitado con certificados obtenidos en los EEUU. Contamos con herramientas nunca antes vistas en Guatemala para mejorar la condición física. 

Boom Kettlebell-Gym Majadas es la herramienta mas rústica, efectiva y exigente del planeta. Se enfoca en crear resistencia, moldeando y fortaleciendo casi todos los músculos del cuerpo. Incrementa flexibilidad, fuerza y tonifica los músculos.",Crossfit
95,Schumann's Majadas,Guatemala - Guatemala,"27 Avenida 6-40, Parque Comercial Las Majadas, ",tel:+(502) 3231-6693,,"En nuestro gimnasio Schumann's Majadas enseñamos Artes Marciales Mixtas (MMA) basados en el ""Galvan Combat System"" con la franquicia internacional ""Bonebreakers"" que ha desarrollado exitosamente un sistema de artes marciales mixtas efectivo, basado principalmente en muay thai, jiujitsu, boxeo y catch wrestling.

El sistema que enseñamos además de poner énfasis en la efectividad combativa, mantiene muy claro su papel como instrumento de desarrollo integral, planteando una serie de valores como: decisión, honor, valor, control, carácter, sinceridad y balance, que son las 7 normas para la vida.",Artes Marciales
96,CrossFit D6,Guatemala - Guatemala,10a. Avenida 10-50 Zona 14,tel:+(502) 3097-3463,https://directorio.guatemala.com/listing_reports.php?report=website&id=1077,"Todos los entrenadores tienen certificación de CrossFit Level-1 Trainer por lo que cualquier persona puede tener la confianza que está siendo atendido por alguien capacitado.

Nos caracterizamos por ofrecer una atención profesional y personalizada y damos nuestro máximo esfuerzo por realizar entrenos divertidos, variados y efectivos. Estamos seguros que desde el primer entreno la persona sentirá los cambios de nuestra metodología a la de un gimnasio tradicional.",Crossfit
97,ZUMBA Fitness MDA,Guatemala - Guatemala,"14 Calle ""B"" 13-05 Zona 10",tel:+(502) 5333-3370,https://directorio.guatemala.com/listing_reports.php?report=website&id=780,,Zumba
98,Boom Kettlebell-Gym Carretera a El Salvador,Guatemala - Guatemala,Kilómetro 14.1 Carretera a El Salvador Centro ,tel:+(502) 2339-5844,https://directorio.guatemala.com/listing_reports.php?report=website&id=15126,"En Boom Kettlebell-Gym Carretera a El Salvador nuestro personal está altamente capacitado con certificados obtenidos en los EEUU. Contamos con herramientas nunca antes vistas en Guatemala para mejorar la condición física. 

Boom Kettlebell-Gym Carretera a El Salvador es la herramienta mas rústica, efectiva y exigente del planeta. Se enfoca en crear resistencia, moldeando y fortaleciendo casi todos los músculos del cuerpo. Incrementa flexibilidad, fuerza y tonifica los músculos.",Crossfit
99,World Gym Cayalá,Guatemala - Guatemala,"Blvd. Austriaco, Diagonal 35, 16-25 Zona 16",tel:+(502) 2491-4333,https://directorio.guatemala.com/listing_reports.php?report=website&id=1863,"World Gym Cayalá, tiene una extensión  de más de 2 mil metros cuadrados, cuenta con salónes de usos múltiples para las distintas prácticas como: Cycling, FIT (Funcional Intensive Training), Mind & Body, stretching, Pilates Reformer, etc. 

Además, cuenta con las más recientes máquinas cardiovasculares del mercado, área de peso libre y peso selectorizado y una piscina semi-olímpica bajo techo, climatizada y tratada a base de sal.",Pesas
