,names,city,address,phone,web,description,category
122,Bodegas De Mayoreo Super Cicles,Guatemala - Guatemala,6ta. Avenida 6-71 Zona 4 Guatemala,(+502) 2334 2974,bdmsupercicles.wixsite.com/bike,"Bicicletas para Toda la Familia, Triciclos para Niños,Triciclos de carga, Monopatines, Patines, Gran variedad de repuestos para todo tipo de bicicleta y Taller de servicio para todas las marcas.
Gran Variedad de Repuestos y Taller de Servicio para todas las Marcas.",deportes
123,Delfines S.A.,Guatemala - Guatemala,9 Calle 20-81 Zona 14,(+502) 2337 2779,http://wwwwdelfinesguatemala.com,,deportes
124,Partido,Guatemala - Guatemala,2A. Calle 36-369 Z.7,(+502) 2439 4388,,,deportes
125,Hotel Villa Deportiva,Guatemala - Guatemala,12 AV 26-25 Z-5,(+502) 2332 7767,,,deportes
126,Deportes Online,Guatemala - Guatemala,31 Avenida 22-51 Condominio El Refugio Edificio G Nivel 1 Apto 1 Zona 18,(+502) 4259 3773,,,deportes
127,Mundo Deportes,Guatemala - Guatemala,31 AVENIDA 22-51 Z-18 CONDOMINIO EL REFUGIO EDIFICIO G NIVEL 2 APTO 4,(+502) 5496 0386,,,deportes
128,Hacienda Nueva Country Club,Guatemala - Guatemala,Km 24.5 Ruta Nacional 18 San José Pinula Mataquescuintla,(+502) 6628 1000,http://www.haciendanueva.gt,,deportes
129,Aquatic Center,Guatemala - Guatemala,Km 15.5 Carretera A El Salvador Lote 1L Puerta Parada,(+502) 5217 8526,,,deportes
130,Balance Concept Zona 13,Guatemala - Guatemala,Avenida Las Americas 19-30 Zona 13,(+502) 5809 1997,,,deportes
131,Big Mountain (Miraflores),Guatemala - Guatemala,5 Av B 3-15 Zona 9,(+502) 2470 8393,,,deportes
132,Club La Villa,Guatemala - Guatemala,20 Avenida 8-81,(+502) 2333 7324,,,deportes
133,Club Municipal,Guatemala - Guatemala,2 Calle 15-95 Zona 13,(+502) 2333 0037,,,deportes
134,Escandinavia Gym,Guatemala - Guatemala,Búl Vista Hermosa 2195 Z 15,(+502) 2369 1018,,,deportes
135,Fed. Nac. De Tenis De Campo De Guatemala,Guatemala - Guatemala,3 Calle 16-75 Zona 15 Colonia Minerva,(+502) 2369 8771,,,deportes
136,Futeca Playball,Guatemala - Guatemala,Km20.8 Carr A El Salvador Fraijanes,(+502) 2424 3939,,,deportes
137,Gimnasio Fitness Extreme,Guatemala - Guatemala,14av 19-50 Z4,,,,deportes
138,Globaltone,Guatemala - Guatemala,5 Av 8-40 Z 01,(+502) 2238 4699,,,deportes
139,Hotel Lobby Bar,Guatemala - Guatemala,Hotel Tikal Futura Casco Finca Rio Lindo Casa 5 La Gomera,,,,deportes
140,Indesa (Scandinavia Gym),Guatemala - Guatemala,C.C. Chuckee Chese Local 6 Zona 9 Blvd Liberacion 6-31 Z9,(+502) 2377 3012,,,deportes
141,La Rocalla,Guatemala - Guatemala,3 Calle 13-32 Zona 15 Colonia Tecun Uman,(+502) 2253 4223,,,deportes
142,Scandinavia Gym,Retalhuleu - Retalhuleu,Cc. Paseo Las Palma Local #45 Retalhuleu,(+502) 2269 5604,,,deportes
143,Scandinavia Gym,Quetzaltenango - Quetzaltenango,Av. Las Americas Condado Santa Maria L-8 Quetzaltenango,(+502) 7763 7802,,,deportes
144,Scandinavia San Cristobal,Guatemala - Guatemala,Boolevard San Cristobal 3 Calle 17-92 Zona 8 De Mixco,(+502) 2474 6367,,,deportes
145,Scandinavia Zona 5,Guatemala - Guatemala,39 Avenida 21-07 Zona 5,(+502) 2474 8367,,,deportes
146,Sodesa (Solucion Deportiva),Quetzaltenango - Quetzaltenango,"Diagonal 2, 27-61",(+502) 7763 7438,,,deportes
147,Tiro Practico,Guatemala - Guatemala,9 Calle 4-15 Colonia El Campo I Zona 14,(+502) 2476 8262,,,deportes
148,Top Spin,Guatemala - Guatemala,Km 14.1 Al Salv. Cc Paseo Sn Sebastian,(+502) 2369 8694,,,deportes
149,Tres Virtudes (Pure Yoga),Guatemala - Guatemala,Diagonal 35 Boulevard Austriaco 16-25 C.C. Cardales S-207 Zona 16,(+502) 2491 4240,,,deportes
150,Zona Pilates,Guatemala - Guatemala,16 Calle 0-27 Zona 14,(+502) 2368 1844,,,deportes
151,All Gym,Quetzaltenango - Quetzaltenango,6 C. C 4-12 Z 9 2 Niv. Los Cerezos I,(+502) 4326 4790,,,deportes
152,Billar Club,Guatemala - Guatemala,12 Calle 1-25 Zona 10; Local 3,(+502) 2366 1712,,,deportes
153,Gimnasio Shadday,Quetzaltenango - Quetzaltenango,4A Calle 15 Ave 3-51 Z.1 Quetgo,(+502) 7761 9720,,,deportes
154,Seguridad Maxima-A Semax-A,Jutiapa - Jutiapa,9 Av. 5-75 Zona 3 Barrio Cerro Colorado,(+502) 4220 2024,,,deportes
155,Tenis Todo,Guatemala - Guatemala,12 Avenida 5-16 Zona 1,(+502) 2361 2467,,,deportes
156,Xfit Gym Y Spa,Guatemala - Guatemala,15 Av. 0-95 Monte Real Zona 4 De Mixco,(+502) 5455 0521,,,deportes
157,Conader,Guatemala - Guatemala,Av 7a 6-31 Z 13,(+502) 2475 4743,http://www.conader.com.gt,,deportes
158,Federación Nacional De Ajedrez De Guatemala,Guatemala - Guatemala,Av 10 A 25-01 Z 5,(+502) 2360 8267,,,deportes
159,Asecondep,Guatemala - Guatemala,"14 AVENIDA 3-26 ZONA 3 COLONIA VALLE DEL SOL, MIXCO",(+502) 4907 1605,,,deportes
160,Direccion General Del Deporte Y La Recreacion,Guatemala - Guatemala,6 Calle Y 6 Avenida Z.1,(+502) 3001 6520,,,deportes
161,Liga De Futbol Segunda División De No Aficionados,Guatemala - Guatemala,Cl 2 A 15-57 Zona 15,(+502) 2365 8200,http://www.segundadivisiondenoaficionados.com,,deportes
162,Golden Dreams Gt,Guatemala - Guatemala,Av 5 A 10-68 Zona 1,(+502) 4522 2479,,,deportes
163,Pilates Powerhouse Studio,Guatemala - Guatemala,Cl 16 22-40 Z 10,(+502) 2337 1283,,,deportes
164,Club Deportivo Cotzumalguapa,Escuintla - Escuintla,Cl 3-46 Zona 1 Santa Lucia Cotzumalguapa,(+502) 7882 5104,,,deportes
165,Gimnasio Maya,Mazatenango - Suchitepequez,Cl 2-94 Zona 1 Mazatenango,(+502) 7872 2553,,,deportes
166,Hogarama Sport,Guatemala - Guatemala,Calzada Aguilar Batres 34-70 Zona 11 Centro Comercial Galerias Del Sur Guatemala Ciudad,(+502) 2476 8166,,,deportes
167,Action Sports,Quetzaltenango - Quetzaltenango,Cl Zona 1 Edificio Municipal Quetzaltenango,(+502) 7765 3279,,,deportes
168,Atlanta Sport,Guatemala - Guatemala,Cl 5-00 Zona 3 Guatemala Ciudad,(+502) 2472 1559,,,deportes
169,Atlas,Guatemala - Guatemala,Cl 32-30 Zona 7 Colonia Toledo Guatemala Ciudad,(+502) 5599 6800,,,deportes
170,Bazar Deportivo Heidy,Escuintla - Escuintla,Cl 2-23 Zona 1 Edificio Comercial El Portalito San Jose,(+502) 7881 2106,,,deportes
171,Centro Deportivo Jaguar Sport,Cobán - Alta Verapaz,Cl 1-12 Zona 1 Coban,(+502) 7951 1166,,,deportes
172,Centro Deportivo Paiz,Chiquimula - Chiquimula,Cl 10-20 Zona 1 Chiquimula,(+502) 7942 3713,,,deportes
173,Centro Deportivo Werner,Cuilapa - Santa Rosa,Cl 1-53 Zona 1 Colonia El Centro Cuilapa,(+502) 7886 5147,,,deportes
174,Champs City,Escuintla - Escuintla,Av Local 26 Zona 2 Escuintla,(+502) 7889 3740,,,deportes
175,Creaciones Leomara,Totonicapán - Totonicapan,Km. 189 Canton Nimapa Paraje Chipatris Totonicapan,(+502) 5801 0368,,,deportes
176,Deportes Saga,Santa Cruz Del Quiché - Quiche,Av 3-18 Zona 5 Santa Cruz Del Quiche,(+502) 7755 3474,,,deportes
177,Deporticentro Jose,Chiquimulilla - Santa Rosa,Cl Principal Zona 3 Colonia Santiag Chiquimulilla,(+502) 7885 0863,,,deportes
178,El Mundo Deportivo,Guatemala - Guatemala,Av 17-40 Zona 1 Guatemala Ciudad,(+502) 2253 7003,,,deportes
179,Gimnasio Coloso,Guatemala - Guatemala,Av 20-30 Zona 3 Guatemala Ciudad,(+502) 2230 4660,,,deportes
180,Gimnasio Hercules,Guatemala - Guatemala,Cl 1-53 Zona 1 Guatemala Ciudad,(+502) 2238 4178,,,deportes
181,Gimnasio Sas,Quetzaltenango - Quetzaltenango,Cl 4-58 Zona 1 Colonia La Esperanza Coatepeque,(+502) 7775 1892,,,deportes
182,Implementos Deportivos Orellana,Guatemala - Guatemala,Cl 25-59 Zona 5 Colonia La Palmita Guatemala Ciudad,(+502) 5407 8000,,,deportes
183,Multideportes,Guatemala - Guatemala,Calzada Aguilar Batres 34-70 Zona 11 Centro Comercial Galerias Del Sur Guatemala Ciudad,(+502) 2476 3943,,,deportes
184,Mundo Deportivo Fetzer,Cobán - Alta Verapaz,Zona 2 Coban,(+502) 7951 0616,,,deportes
185,Olimpus Gym,Zacapa - Zacapa,Cl 13-36 Zona 1 Colonia La Sociedad Zacapa,(+502) 7941 5145,,,deportes
186,Soccer Express,Guatemala - Guatemala,Av 13-38 Zona 1 Guatemala Ciudad,(+502) 2221 0347,,,deportes
187,Vida Sana,Guatemala - Guatemala,Calzada Aguilar Batres 34-70 Zona 11 Centro Comercial Galerias Del Sur Guatemala Ciudad,(+502) 2476 8145,,,deportes
188,Distribuidora Carrillo,Guatemala - Guatemala,Manzana 10 L 699 Zona 18 Colonia Maya,(+502) 2492 4141,ww.distribuidoracarrillogt.com,"Todo en materiales para construcción, ferretería en general, pisos, sanitarios, lavatrastos, hierro, laminas, cemento, y mucho más.
Opciones de financiamiento,  visa cuotas,  servicio a domicilio,  herramienta manual y eléctrica,  tubería de PVC,  depósitos y cisternas,  pilas plásticas,  grifería,  electricidad e iluminación,  cerrajería y accesorios y mucho más!…",entrenamiento fisico
189,Full Contact Studio,Guatemala - Guatemala,2 C 10-06 Z-1,(+502) 2232 6575,,,entrenamiento fisico
190,Club Atletico Atenas,Guatemala - Guatemala,Diagonal 14. 22-06 Zona 5,(+502) 2335 3680,http://www.clubatenas.com,,entrenamiento fisico
191,Le Petit Spa,Guatemala - Guatemala,Dg 6 14-86 Z 10,(+502) 2366 7508,http://www.lepetitspagt.com,,entrenamiento fisico
192,Madiel Spa,Guatemala - Guatemala,Av las Americas 7-30 Z 13 Edif Real América L 3d 3 Nivel,(+502) 2360 5070,http://www.madielspa.es.tl,,entrenamiento fisico
193,Armonia Colonial,Guatemala - Guatemala,Boulevard Principal 23 Calle 18-96 Col. Villa Hermosa I Loc. 8 Z 7 Sn Mig P,(+502) 2448 2553,,,entrenamiento fisico
194,Fitness One,Guatemala - Guatemala,Boulevard Los Próceres 25-74 Zona 10,(+502) 2423 6000,,,entrenamiento fisico
195,Dr. Spa,Amatitlán - Guatemala,Kilómetro 29.5 Centro Comercial Flores del Lago Nivel 3 Local 4 Amatitlán,(+502) 6632 9534,,,entrenamiento fisico
196,Zona Libre,Huehuetenango - Huehuetenango,2 Avenida A 1-53 zona 3 Huehuetenango,(+502) 4284 9059,,,entrenamiento fisico
197,Solaz Sauna Y Masaje,Jocotenango - Sacatepequez,Diagonal 1 Número 34 Zona 4 Jocotenango Sacatepequez,(+502) 5588 2533,,,entrenamiento fisico
198,Massage Spa,Guatemala - Guatemala,3 Calle 8-76 Zona 8 De Mixco Boulevard Principal Edicifio Centro Empresarial,(+502) 2480 7042,,,entrenamiento fisico
199,Squash Zone,Guatemala - Guatemala,10 Avenida 10-50 Zona 14,(+502) 5580 1015,,,entrenamiento fisico
200,Sforzo Gym,Guatemala - Guatemala,Calzada Roosevelt 12-25 Zona 11,(+502) 2440 2489,,,entrenamiento fisico
201,La Farfalla,Guatemala - Guatemala,Boulevard Principal 3 Calle 8-88 Zona 8 Mixco Cd. San Cristobal,(+502) 2322 3100,http://www.facebook.com/spa.farfalla,,entrenamiento fisico
202,Nova Spa Estetico,Guatemala - Guatemala,"Boulevar Los Proceres 25-74, zona 10 Guatemala",(+502) 4110 3089,,,entrenamiento fisico
203,San Silvestre Spa Sauna Y Jacuzzi,Guatemala - Guatemala,1 Av Cl A 4-64 Z 7 Almolonga Quetzaltenango,(+502) 7766 8587,,,entrenamiento fisico
204,Sporta Guatemala S.A.,Guatemala - Guatemala,KM 18.5 CARRET A EL SALVADOR,(+502) 6625 9100,,,entrenamiento fisico
205,Vmedical Spa,Guatemala - Guatemala,3 Cl A 8-38 Edif Renova Z 10 3 Nivel,(+502) 3006 3604,,,entrenamiento fisico
206,Fiore,Guatemala - Guatemala,Av Americas 9-55 Plaza Oro L 10,(+502) 2366 7166,,,entrenamiento fisico
207,Hostal Los Volcanes,Guatemala - Guatemala,16 Calle 8-00 Zona 13 Aurora 1,(+502) 2360 3232,,,entrenamiento fisico
208,Cosenza Academy,San José Pinula - Guatemala,"Km 18.9 Carretera A San José Pinula, C.C. la Plazoleta Ciudad de Guatemala",(+502) 6637 5035,www.cosenzaacademy.com,"Buscamos poder contribuir a la formación integral de tu familia.la única escuela certificada en Guatemala de Jiu-jitsu por la Gracie University de Torrance, California.
Ofrecemos programas certificados,  normados y acreditados en defensa personal Karate,  Gracie,  Jiu - Jitsu,  MMA,  ArtesMarciales Mixtas,  Defensa Para Mujeres,  Antibullying,  Defensa Para Niños,  Jiu - Jitsu para niños.Plan Débito Automático (Inscripción Gratis)",artes marciales
209,Cosenza Academy,San José Pinula - Guatemala,"Km 18.9 Carretera A San José Pinula, C.C. la Plazoleta Ciudad de Guatemala",(+502) 6637 5035,www.cosenzaacademy.com,"Buscamos poder contribuir a la formación integral de tu familia.la única escuela certificada en Guatemala de Jiu-jitsu por la Gracie University de Torrance, California.
Ofrecemos programas certificados,  normados y acreditados en defensa personal Karate,  Gracie,  Jiu - Jitsu,  MMA,  ArtesMarciales Mixtas,  Defensa Para Mujeres,  Antibullying,  Defensa Para Niños,  Jiu - Jitsu para niños.Plan Débito Automático (Inscripción Gratis)",artes marciales
210,Schumann'S Cordova,Guatemala - Guatemala,Blvd San Cristobal Centro Comercial San Cristobal Zona 8 Mixco,(+502) 2478 1097,http://www.schumanscordova.com,,artes marciales
211,"Empresas De Competencia, Sociedad Anonima",Guatemala - Guatemala,Boulevard Rafael Landivar Paseo Cayala L 209,(+502) 2493 8000,,,artes marciales
212,"Grupo Aquatic, S.A.",Guatemala - Guatemala,"Km 17.5 Boulevard San José Villa Nueva, Frente A Guatemarmol",(+502) 2312 0808,www.aquaticcenterguate.com,"Clases de natación para bebés, niños y adultos. Nado libre para adultos, aquaerobics, rehabilitación y mujeres embarazadas.
Somos un centro de enseñanza donde nuestra experiencia como nadadores olímpicos nos ha dado el amor al agua,  algo que queremos compartir con los niños. Ofrecemos programas para todas las edades,  niveles de aprendizaje y gustos particulares.",natacion
213,Waterproof Swim Academy,Guatemala - Guatemala,15 Av A y 3 Cl D Mixco Z 8,(+502) 2375 8195,,,natacion
214,"Federacion Nacional De Natacion, Clavados, Polo Acuatico Y Nado Sincronizado",Guatemala - Guatemala,10 Av Z-4,(+502) 2334 1075,http://www.fenadegua.gt,,natacion
215,Asociacion Nacional De Vuelo Libre De Guatemala,Guatemala - Guatemala,10 Calle 2-28 Z 9 Casa de la Cultura,(+502) 2385 1221,www.vuelolibre.com.gt,"Promover la práctica del vuelo libre como herramienta de desarrollo de la cultura física en los ciudadanos guatemaltecos y mejorando su calidad de vida.
La Asociación Deportiva Nacional de Vuelo Libre,  se enorgullece de representar dignamente a nuestro país Guatemala,  integrando y alentando a las personas a participar abiertamente en el Deporte de Ala Delta y/o Parapente.",aviacion
216,Gt Aviation,Guatemala - Guatemala,Avenida Hincapié y 18 Calle Zona 13 Hangar K-2,(+502) 2458 4307,,,aviacion
217,"Golf Total, S.A.",Guatemala - Guatemala,Av 30 Final Z.11,(+502) 2417 0000,,,golf
218,Top Golf S.A.,Guatemala - Guatemala,7 Av 7-78 Z.4,(+502) 2360 7826,,,golf
219,Cubana De Aviacion,Guatemala - Guatemala,13 Cl 2Do Nivel Local 29 3-40 Zona 10,(+502) 2367 2288,,,hipodromos
220,Scenic Dance Guatemala,Guatemala - Guatemala,"3a. avenida, 14-19 zona 14, Ciudad de Guatemala Ver mapa.",2368-0858 | 2478-4688,https://es-la.facebook.com/ScenicDance/,"¿Listo para aprender nuevos pasos? Scenic Dance Guatemala es un espacio increíble para conocer diferentes géneros musicales y aprender a bailar con mucho ritmo. Desde clases de hip hop, ballet, tap, flamenco, salsa, teatro musical y mucho más. Este es uno de los estudios más reconocidos gracias a sus increíbles presentaciones y distintos concursos de baile en los que participan.",Baile
221,Salsa Latin Guatemala,Guatemala - Guatemala,"18 calle 15-51, Zona 13 C.C. Paseo Real, Ciudad de Guatemala Ver mapa.",4217-2567 | 4008-6112,https://www.facebook.com/Salsa-Latin-Guatemala-178268719078/,"¡Atención amantes del baile! Salsa Latin Guatemala es la primera academia profesional de baile latino de Guatemala. Lo mejor es que cuenta con más de 14 años de experiencia en el mundo del baile. Podrás encontrar clases de salsa, bachata, boogalo, pachanga, chachachá y más. Participan en competencias internacionales y cuentan con distintos niveles para que puedas aprender poco a poco.",Baile
222,Academia Dance Art,Guatemala - Guatemala,"Bulevar Vista Hermosa 25-80, zona 15 Vista Hermosa 2, edificio María del Alma local 9A, Ciudad de Guatemala Ver mapa.",3093-8434,https://es-la.facebook.com/Danceartguatemala/,"La Academia Dance Art ofrece profesionales expertos en enseñarte la técnica correcta, apasionados en múltiples géneros de baile; amplio trayecto en la salsa y bachata. Lo mejor es que su academia es reconocida gracias a los múltiples premios que han alcanzado en concursos nacionales e internacionales.",Baile
223,Academia BellyDance Rashida,Guatemala - Guatemala,"Plaza Las Cañas, Local 201, zona 10, Ciudad de Guatemala Ver mapa.",2337-0980,https://es-la.facebook.com/Rashidaacademy/,"Esta academia de baile es ideal para las personas que desean aprender todo sobre el belly dance. Ubicada en la zona 10, la Academia BellyDance Rashida cuenta con profesionales artísticos que te mostrarán distintas técnicas en clases personalizadas. Además, ofrecen clases de baile latino, tango, hip hop, yoga, company y mucho más.",Baile
224,Addiction Dance Studio,Guatemala - Guatemala,"Galerías Primma Locales 203 y 204, Ciudad de Guatemala Ver mapa.",5466-3773,https://es-la.facebook.com/adsgt/,¿Con ganas de bailar? Addiction Dance Studio es un espacio ideal para aprender distintos tipos de baile con clases personalizadas. Ofrecen desde clases de jazz hasta bachata y latin dance de parejas. Lo mejor es que te enseñarán desde los pasos más básicos hasta capacitaciones para concursos de baile en pareja y grupales.,Baile
225,Escuela Cubana de Baile,Guatemala - Guatemala,"Bulevar Vista Hermosa 2a. calle 14-85 zona 15, Ciudad de Guatemala Ver mapa.",2369-5571,https://es-la.facebook.com/Escuela-Cubana-de-Baile-110562958135/,"La Escuela Cubana de Baile es un espacio perfecto para aprender a bailar ritmos latinos. Salsa, merengue, bachata, baile en parejas y mucho más. Lo mejor es que son clases personalizadas con muchos ritmos que seguro te encantarán. Cuentan con distintos niveles y podrás aprender el baile en parejas.",Baile
226,In Motion Dance & Fitness Guatemala,Guatemala - Guatemala,"8a. Calle 28-00, zona 11 interior Parque Comercial Las Majadas Local 37, Ciudad de Guatemala Ver mapa.",4226-3000,http://www.inmotiongt.com/,In Motion Dance & Fitness es un centro muy completo para aprender a bailar y a la vez para ejercitarte de una manera muy entretenida. Cuentan con 10 años de experiencia y ofrecen desde danza árabe hasta clases grupales de bachata o salsa. Lo mejor es que ofrecen la opción de pagar por clase para que pruebes las distintas disciplinas. Sin duda te va a encantar.,Baile
227,Academia de Ballet DanzArte,Guatemala - Guatemala,"Avenida Elena 3-31 zona 1, Ciudad de Guatemala Ver mapa.",4662-6874,https://es-la.facebook.com/Danzarte.ballet/,"La Academia de Ballet DanzArte cuenta con tres diferentes sucursales ubicadas en la Ciudad de Guatemala. Sin duda alguna, este es un buen destino para recibir clases de ballet para niñas desde 1.5 años, hasta adultos. Cuentan con clausuras y presentaciones en público, con hermosas coreografías y vestuarios llenos de detalles.",Baile
228,Ritmo y Sabor Guatemala,Guatemala - Guatemala,"4a. avenida, 16-24 zona 14, Ciudad de Guatemala Ver mapa.",4800-2015,https://es-la.facebook.com/ritmoysaborgt/,"Ritmo y Sabor es una reconocida academia en donde enseñan a bailar distintos tipos de música. Desde salsa, bachata, rueda de casino, merengue, clases personalizadas para niños y mucho más. Lo mejor es que cuentan con horarios bastante amplios para que elijas el que mejor te quede. Además, ofrecen un pase completo para poder disfrutar de todas las clases de la academia, sin limitación.",Baile
229,Escuela Municipal de Danza Clásica,Guatemala - Guatemala,"7a. avenida 11-67 zona 1, 2o. Nivel, Ciudad de Guatemala Ver mapa.",2251-1898,https://es-la.facebook.com/EMDCgt/,"¿Amante de la música clásica? En la zona 1 de la Ciudad de Guatemala existe una Escuela Municipal de Danza Clásica en donde se imparten talleres llenos de talento y pasos únicos. Lo mejor es que las mensualidades son cómodas y puedes entrar en distintas etapas del año. Además, este sitio es ideal para conocer personas que aman esta música y a maestros que dedican mucho tiempo a este tipo de danza.",Baile
230,Heroes Academy Guatemala,Guatemala - Guatemala,"6a. avenida 3-39 zona 1, Ciudad de Guatemala Ver mapa.",5132-2501,https://es-la.facebook.com/HeroesCompanyGT/,"Heroes Academy es una academia especializada y certificada internacionalmente por ""UPPSALA Loves Hip Hop"", de Suecia, en Street Dance. Lo mejor es que vas a encontrar clases de géneros urbanos como el Popping, Locking, Breaking, Krumping, House, Waacking, Vogue, Hip-Hop Old School y New Style, Jazz-Funk, Dancehall y Ragga Jam. ¡Te va a encantar!",Baile
231,Unidanza Guatemala,Guatemala - Guatemala,"Cardales de Cayalá Zona 16 Local 207 Sur, Diagonal 35 Bulevar Austriaco 16-25, Ciudad de Guatemala Ver mapa.",2491-4337,http://unidanza.net/,"En Unidanza vas a encontrar un gran equipo de maestros de ballet, jazz, hip hop y pilates, entregados a la enseñanza de la danza con el deseo de desarrollar y compartir este arte con futuras generaciones. Lo mejor es que las clases son personalizadas y cuentan con distintas presentaciones en lugares llenos de historia. ¡A bailar se ha dicho!",Baile
232,Unlimited Dance Academy,Guatemala - Guatemala,"Bulevar Los Próceres, 24-24 zona 10 C. C. Las Cañas, Ciudad de Guatemala Ver mapa.",2366-7892 | 2366-7893,https://unlimited-dance.com.gt/,"¿Con ganas de aprender pasos nuevos? Sin duda alguna Unlimited Dance Academy es un buen lugar para disfrutar del baile y de sus diferentes ritmos. Cuentan con más de 20 años de experiencia, con clases personalizadas y pasos impresionantes. Lo mejor es que cuentan con presentaciones y un ambiente muy agradable, en donde seguro conocerás personas que comparten la pasión por el baile.",Baile
233,The Dance Factory,Guatemala - Guatemala,"Km. 14.5 Carretera a El Salvador, Centro Comercial Escala Local B-2, Ciudad de Guatemala Ver mapa.",6634-2230 | 2258-8628,https://es-la.facebook.com/DanceFactoryGT/,The Dance Factory es una de las academias de baile más grande del país. Cuenta con tres sucursales en la Ciudad de Guatemala y clases de distintos géneros musicales. Son conocidos gracias a sus clausuras con escenografías únicas y bailes espectaculares. Aceptan a bailarines a partir de los 4 años de edad y es una opción única para enamorarte del baile.,Baile
234,Invictus Performance Training,Guatemala - Guatemala,"8a. avenida 6-63, Zona 14",2367 1239,https://www.facebook.com/invictusperformance/,crossfit,crossfit
235,CrossFit 502,Guatemala - Guatemala,"Ubicación:  Dinamia Cayalá, Zona 16 ",2368 5013,https://www.facebook.com/CF502/,crossfit,crossfit
236,CrossFit 502,Guatemala - Guatemala," C.C. Escala, Carretera a El Salvador",6637 3778,https://www.facebook.com/CF502/,crossfit,crossfit
237,CrossFit FD6,Guatemala - Guatemala,"Plaza Futeca, Zona 14 ",2213 6900,https://www.facebook.com/d6lifechangingfitness/,crossfit,crossfit
238,Crossfit FD6,Guatemala - Guatemala," C.C. Miraflores, Zona 11",2225 3200,https://www.facebook.com/d6lifechangingfitness/,crossfit,crossfit
239,Sense CrossFit,Guatemala - Guatemala,"Ubicación: 9a. avenida 16-03, Zona 10",2366 5836,https://www.facebook.com/amsicrossfit/,crossfit,crossfit
240,AMSI CrossFit,Guatemala - Guatemala,"8a. avenida, 9-28, San Cristóbal, Zona 8 de Mixco",2480 1592,https://www.facebook.com/brauathletics/,crossfit,crossfit
241,Brau Athletics CrossFit,Guatemala - Guatemala,"Plaza Empresarial Muxbal, Santa Catarina Pinula",2441 9008,https://www.facebook.com/crossfitspringcity7/,crossfit,crossfit
242,CrossFit Spring City Once,Guatemala - Guatemala,"C.C. Via Majadas, Zona 11 ",2473 7396,https://www.facebook.com/OaksCrossFit/,crossfit,crossfit
243,CrossFit Spring City Once,Guatemala - Guatemala," Expobodegas Petapa, Zona 12",2477 4632,https://www.facebook.com/crossfitspringcity7/,crossfit,crossfit
244,Dinamic Fitness - PASAJE NARANJO,Guatemala - Guatemala,10 avenida 18-58 zona 4 de mixco Condado Naranjo. C.C. Pasaje Naranjo,,https://dinamic.com.gt/,"Somos un nuevo tipo de gym, un lugar para ponerte en forma. ¡Un lugar para ser feliz!Nuestros programas de ejercicios están diseñados bajo una planificación de entrenamiento cardiovascular y de fuerza. Todo con un soporte científico que garantiza que obtendrás resultados de forma segura.",Gimnasios de Educación Física
245,Dinamic Fitness - FORUM ZONA 10,Guatemala - Guatemala,3ra ave 10-80 Zona 10 Edificio Forum Zona Viva Local 201,TEL: 2214-0707,https://dinamic.com.gt/,"Somos un nuevo tipo de gym, un lugar para ponerte en forma. ¡Un lugar para ser feliz!Nuestros programas de ejercicios están diseñados bajo una planificación de entrenamiento cardiovascular y de fuerza. Todo con un soporte científico que garantiza que obtendrás resultados de forma segura.",Gimnasios de Educación Física
246,Dinamic Fitness - CENTRO 21,Guatemala - Guatemala,"<span style=""font-size: xx-large;"">CALZADA SAN JUAN 21-14 </span>","<span style=""font-size: xx-large;"">TEL: 2243-0003</span>",https://dinamic.com.gt/,"Somos un nuevo tipo de gym, un lugar para ponerte en forma. ¡Un lugar para ser feliz!Nuestros programas de ejercicios están diseñados bajo una planificación de entrenamiento cardiovascular y de fuerza. Todo con un soporte científico que garantiza que obtendrás resultados de forma segura.",Gimnasios de Educación Física
247,Dinamic Fitness - VILLA HERMOSA,Guatemala - Guatemala,CENTRO COMERCIAL PACIFIC VILLA HERMOSA,TEL: 2214-0505,https://dinamic.com.gt/,"Somos un nuevo tipo de gym, un lugar para ponerte en forma. ¡Un lugar para ser feliz!Nuestros programas de ejercicios están diseñados bajo una planificación de entrenamiento cardiovascular y de fuerza. Todo con un soporte científico que garantiza que obtendrás resultados de forma segura.",Gimnasios de Educación Física
248,Dinamic Fitness - ZONA PORTALES,Guatemala - Guatemala,"3ra. Av. 10-10 Zona 17 km. 4.5 Ruta al Atlantico Zona Portales Guatemala, Guatemala",TEL: 2217-1111,https://dinamic.com.gt/,"Somos un nuevo tipo de gym, un lugar para ponerte en forma. ¡Un lugar para ser feliz!Nuestros programas de ejercicios están diseñados bajo una planificación de entrenamiento cardiovascular y de fuerza. Todo con un soporte científico que garantiza que obtendrás resultados de forma segura.",Gimnasios de Educación Física
249,Dinamic Fitness - ROOSEVELT,Guatemala - Guatemala,C.C. Gran Vía Roosevelt Local 31,TEL: 2243-0000,https://dinamic.com.gt/,"Somos un nuevo tipo de gym, un lugar para ponerte en forma. ¡Un lugar para ser feliz!Nuestros programas de ejercicios están diseñados bajo una planificación de entrenamiento cardiovascular y de fuerza. Todo con un soporte científico que garantiza que obtendrás resultados de forma segura.",Gimnasios de Educación Física
